question_id,content,order
165,電磁波の存在が確認されたのちにレーダーが開発された。,3
165,原子核分裂が発見されたのちに原子力発電の利用が始まった。,4
165,ウイルスが発見されたのちにワクチン接種が始まった。,5
166,（ア）〇　（イ）✕　（ウ）〇　（エ）✕,1
166,（ア）〇　（イ）〇　（ウ）✕　（エ）✕,2
166,（ア）✕　（イ）〇　（ウ）✕　（エ）✕,3
166,（ア）✕　（イ）✕　（ウ）〇　（エ）〇,4
166,（ア）✕　（イ）✕　（ウ）〇　（エ）✕,5
167,社内規定等において、秘密情報の分類ごとに、アクセス権の設定に関するルールを明確にしたうえで、当該ルールに基づき、適切にアクセス権の範囲を設定する。,1
167,社内の規定に基づいて、秘密情報が記録された媒体等（書類、書類を綴じたファイル、USBメモリ、電子メール等）に、自社の秘密情報であることが分かるように表示する。,2
167,秘密情報を取り扱う作業については、複数人での作業を避け、可能な限り単独作業で実施する。,3
167,電子化された秘密情報について、印刷、コピー&ペースト、ドラッグ&ドロップ、USBメモリへの書込みができない設定としたり、コピーガード付きのUSBメモリやCD-R等に保存する。,4
167,従業員同士で互いの業務態度が目に入ったり、背後から上司等の目につきやすくするような座席配置としたり、秘密情報が記録された資料が保管された書棚等が従業員等からの死角とならないようにレイアウトを工夫する。,5
168,通報の対象となる法律は、すべての法律が対象ではなく、「国民の生命、身体、財産その他の利益の保護に関わる法律」として公益通報者保護法や政令で定められている。,1
168,公務員は、国家公務員法、地方公務員法が適用されるため、通報の主体の適用範囲からは除外されている。,2
168,公益通報者が労働者の場合、公益通報をしたことを理由として事業者が公益通報者に対して行った解雇は無効となり、不利益な取り扱いをすることも禁止されている。,3
168,不利益な取扱いとは、降格、減給、自宅待機命令、給与上の差別、退職の強要、専ら雑務に従事させること、退職金の減額没収等が該当する。,4
168,事業者は、公益通報によって損害を受けたことを理由として、公益通報者に対して賠償を請求することはできない。,5
169,（ア）〇　（イ）〇　（ウ）〇　（エ）〇　（オ）〇,1
169,（ア）〇　（イ）〇　（ウ）〇　（エ）〇　（オ）✕,2
169,（ア）〇　（イ）〇　（ウ）〇　（エ）✕　（オ）〇,3
169,（ア）〇　（イ）〇　（ウ）✕　（エ）〇　（オ）〇,4
169,（ア）〇　（イ）✕　（ウ）〇　（エ）〇　（オ）〇,5
170,0,1
170,1,2
170,2,3
170,3,4
170,4,5
171,（ア）〇　（イ）✕　（ウ）〇　（エ）〇　（オ）✕,1
171,（ア）〇　（イ）〇　（ウ）✕　（エ）✕　（オ）〇,2
171,（ア）✕　（イ）〇　（ウ）〇　（エ）〇　（オ）✕,3
171,（ア）✕　（イ）✕　（ウ）〇　（エ）〇　（オ）✕,4
171,（ア）✕　（イ）✕　（ウ）✕　（エ）✕　（オ）〇,5
172,（ア）✕　（イ）〇　（ウ）〇　（エ）〇,1
172,（ア）〇　（イ）✕　（ウ）〇　（エ）〇,2
172,（ア）〇　（イ）〇　（ウ）✕　（エ）〇,3
172,（ア）〇　（イ）〇　（ウ）〇　（エ）✕,4
172,（ア）〇　（イ）〇　（ウ）〇　（エ）〇,5
173,（ア）分析	（イ）評価	（ウ）対応	（エ）管理,1
173,（ア）特定	（イ）分析	（ウ）評価	（エ）対応,2
173,（ア）特定	（イ）評価	（ウ）対応	（エ）管理,3
173,（ア）分析	（イ）特定	（ウ）評価	（エ）対応,4
173,（ア）分析	（イ）評価	（ウ）特定	（エ）管理,5
174,2000年、大手乳業企業の低脂肪乳による集団食中毒事件；原因は、脱脂粉乳工場での停電復旧後の不適切な処置であった。初期の一部消費者からの苦情に対し、全消費者への速やかな情報開示がされず、結果として製品回収が遅れ被害が拡大した。組織として経営トップの危機管理の甘さがあり、経営トップの責任体制、リーダーシップの欠如などが指摘された。,1
174,2004年、六本木高層商業ビルでの回転ドアの事故；原因は、人（事故は幼児）の挟まれに対する安全制御装置（検知と非常停止）の不適切な設計とその運用管理の不備であった。設計段階において、高層ビルに適した機能追加やデザイン性を優先し、海外オリジナルの軽量設計を軽視して制御安全に頼る設計としていたことなどが指摘された。,2
174,2005年、JR西日本福知山線の列車の脱線転覆事故；原因は、自動列車停止装置（ATS）が未設置の急カーブ侵入部において、制限速度を大きく超え、ブレーキが遅れたことであった。組織全体で安全を確保する仕組みが構築できていなかった背景として、会社全体で安全最優先の風土が構築できておらず、特に経営層において安全最優先の認識と行動が不十分であったことが指摘された。,3
174,2006年、東京都の都営アパートにおける海外メーカ社製のエレベータ事故；原因は、保守点検整備を実施した会社が原設計や保守ノウハウを十分に理解していなかったことであった。その結果ゴンドラのケーブルが破断し落下したものである。,4
174,2012年、中央自動車道笹子トンネルの天井崩落事故；原因は、トンネル給排気ダクト用天井のアンカーボルト部の劣化脱落である。建設当時の設計、施工に関する技術不足があり、またその後の保守点検（維持管理）も不十分であった。この事故は、日本国内全体の社会インフラの老朽化と適切な維持管理に対する本格的な取組の契機となった。,5
175,（ア）〇 （イ）〇 （ウ）〇 （エ）〇,1
175,（ア）✕ （イ）〇 （ウ）〇 （エ）〇,2
175,（ア）〇 （イ）✕ （ウ）〇 （エ）〇,3
175,（ア）〇 （イ）〇 （ウ）✕ （エ）〇,4
175,（ア）〇 （イ）〇 （ウ）〇 （エ）✕,5
176,（ア）普遍化可能性 （イ）危害 （ウ）世評 （エ）美徳,1
176,（ア）普遍化可能性 （イ）可逆性 （ウ）美徳 （エ）世評,2
176,（ア）普遍化可能性 （イ）可逆性 （ウ）世評 （エ）常識,3
176,（ア）常識 （イ）普遍化可能性 （ウ）美徳 （エ）世評,4
176,（ア）常識 （イ）危害 （ウ）世評 （エ）普遍化可能性,5
177,リスト規制とは、武器並びに大量破壊兵器及び通常兵器の開発等に用いられるおそれの高いものを法令等でリスト化して、そのリストに該当する貨物や技術を輸出や提供する場合には、経済産業大臣の許可が必要となる制度である。,1
177,キャッチオール規制とは、リスト規制に該当しない貨物や技術であっても、大量破壊兵器等や通常兵器の開発等に用いられるおそれのある場合には、経済産業大臣の許可が必要となる制度である。,2
177,外為法における「技術」とは、貨物の設計、製造又は使用に必要な特定の情報をいい、この情報は、技術データ又は技術支援の形態で提供され、許可が必要な取引の対象となる技術は、外国為替令別表にて定められている。,3
177,技術提供の場が日本国内であれば、国内非居住者に技術提供する場合でも、提供する技術が外国為替令別表で規定されているかを確認する必要はない。,4
177,国際特許の出願をするために外国の特許事務所に出願内容の技術情報を提供する場合、出願をするための必要最小限の技術提供であれば、許可申請は不要である。,5
178,予算管理,1
178,体制の構築,2
178,新技術の開発・導入,3
178,情報基盤の整備と活用,4
178,技術継承の取組,5
179, 「安全」を達成するためには、リスクアセスメント及びリスク低減の反復プロセスが必須である。許容可能と評価された最終的な「残留リスク」については、その妥当性を確認し、その内容については文書化する必要がある。,1
179,リスク低減とリスク評価の考え方として、「ALARP」の原理がある。この原理では、あらゆるリスクは合理的に実行可能な限り軽減するか、又は合理的に実行可能な最低の水準まで軽減することが要求される。,2
179,「ALARP」の適用に当たっては、当該リスクについてリスク軽減を更に行うことが実際的に不可能な場合、又はリスク軽減費用が製品原価として当初計画した事業予算に収まらない場合にだけ、そのリスクは許容可能である。,3
179,設計段階のリスク低減方策はスリーステップメソッドと呼ばれる。そのうちのステップ1は「本質的安全設計」であり、リスク低減のプロセスにおける、最初で、かつ最も重要なプロセスである。,4
179,警告は、製品そのもの及び／又はその包装に表示し、明白で、読みやすく、容易に消えなく、かつ理解しやすいもので、簡潔で明確に分かりやすい文章とすることが望ましい。,5
180,騒音,1
180,地盤の沈下,2
180,廃棄物投棄,3
180,悪臭,4
180,振動,5
